id,source,target,type
e10.738646907536312,n4,n4,arrow
e26.155606867437655,n4,n4,arrow
e19.723817496104516,n4,n4,arrow
e9.695713823105429,n4,n4,arrow
e20.422956706066017,n4,n4,arrow
e21.686391285476617,n4,n4,arrow
e7.99300287999533,n4,n4,arrow
e2.5485128047175403,n4,n4,arrow
e27.764983432818838,n4,n4,arrow
e25.917938907213646,n4,n4,arrow
e28.860134273975028,n4,n4,arrow
e0.45667008798742015,n4,n4,arrow
e22.842028102881542,n4,n4,arrow
e28.549135021756705,n4,n4,arrow
e21.167978122650176,n4,n4,arrow
e34.72631780552694,n4,n4,arrow
e29.283823386854408,n4,n4,arrow
e9.86911223047981,n4,n4,arrow
e25.667100281993164,n4,n4,arrow
e34.92517936076683,n4,n4,arrow
e18.049999154086215,n4,n4,arrow
e32.46046118565729,n4,n4,arrow
e23.502346136172317,n4,n4,arrow
e17.36762069509085,n4,n4,arrow
e16.465317589262696,n4,n4,arrow
e17.090861281727765,n4,n4,arrow
e28.938995416179807,n4,n4,arrow
e14.822931912323579,n4,n4,arrow
e30.99806548370363,n4,n4,arrow
e31.42288769219054,n4,n4,arrow
e21.916788128690097,n4,n4,arrow
e9.876726952696952,n4,n4,arrow
e22.61076643109752,n4,n4,arrow
e11.10791371191749,n4,n4,arrow
e13.80879268944387,n4,n4,arrow
e4.528559645198986,n4,n4,arrow
e25.414967718891376,n4,n4,arrow
e8.475756872964666,n4,n4,arrow
e10.001281499612993,n4,n4,arrow
e19.545384157233325,n4,n4,arrow
e7.107677153638012,n4,n4,arrow
e12.453133091207741,n4,n4,arrow
e2.663265416728386,n4,n4,arrow
e22.210958940489483,n4,n4,arrow
e16.121014460527363,n4,n4,arrow
e12.196502324598363,n4,n4,arrow
e2.5958079851393343,n4,n4,arrow
e0.7906424188740409,n4,n4,arrow
e34.60224533936269,n4,n4,arrow
e32.334302040609415,n4,n4,arrow
e17.2140308021123,n4,n4,arrow
e17.23930560765954,n4,n4,arrow
e18.43798378000835,n4,n4,arrow
e19.575367108859517,n4,n4,arrow
e12.83262485778959,n4,n4,arrow
e2.645904375648356,n4,n4,arrow
e33.940732170271566,n4,n4,arrow
e36.869505814030155,n4,n4,arrow
e34.005922583373994,n4,n4,arrow
e20.477558153491376,n4,n4,arrow
e26.378843776637048,n4,n4,arrow
e5.714027659482959,n4,n4,arrow
e5.154723659703915,n4,n4,arrow
e22.54500363352778,n4,n4,arrow
e7.5564645952949405,n4,n4,arrow
e35.16929457616985,n4,n4,arrow
e15.353466370663451,n4,n4,arrow
e7.235732563447761,n4,n4,arrow
e20.535210508473156,n4,n4,arrow
e34.46125664723684,n4,n4,arrow
e7.041727299804873,n4,n4,arrow
e5.321211516129772,n4,n4,arrow
e25.408287313248234,n4,n4,arrow
e5.490139413994656,n4,n4,arrow
e8.627383763521252,n4,n4,arrow
e35.5744828460992,n4,n4,arrow
e35.600594028218936,n4,n4,arrow
e4.29059768576005,n4,n4,arrow
e21.4144440759558,n4,n4,arrow
e2.1981387301370168,n4,n4,arrow
e9.50638326709507,n4,n4,arrow
e12.676773331823195,n4,n4,arrow
e32.72535410823815,n4,n4,arrow
e18.42969187884293,n4,n4,arrow
e1.3660143611643067,n4,n4,arrow
e32.290100128436094,n4,n4,arrow
e27.387286515721872,n4,n4,arrow
e32.96798389130538,n4,n4,arrow
e9.789799445028018,n4,n4,arrow
e12.547929925625137,n4,n4,arrow
e30.49925558024701,n4,n4,arrow
e4.708139262052139,n4,n4,arrow
e25.978310050458386,n4,n4,arrow
e14.974825026497856,n4,n4,arrow
e16.22405980496739,n4,n4,arrow
e6.527517540659444,n4,n4,arrow
e4.87017093969248,n4,n4,arrow
e32.25921786875567,n4,n4,arrow
e0.8756338408702842,n4,n4,arrow
e6.533159300780629,n4,n4,arrow
e12.809784312221495,n4,n4,arrow
e8.543175836785242,n4,n4,arrow
e31.577682420632165,n4,n4,arrow
e17.919475844755542,n4,n4,arrow
e32.99061135538666,n4,n4,arrow
e24.261511219841264,n4,n4,arrow
e7.712867103878175,n4,n4,arrow
e16.492704448317085,n4,n4,arrow
e18.948947466247482,n4,n4,arrow
e17.447445253505904,n4,n4,arrow
e30.229159085253656,n4,n4,arrow
e20.423694531586385,n4,n4,arrow
e29.409299696225716,n4,n4,arrow
e10.138164062230546,n4,n4,arrow
e10.753903813863564,n4,n4,arrow
e17.273290224202416,n4,n4,arrow
e0.6585109986865281,n4,n4,arrow
e9.341311788505589,n4,n4,arrow
e22.07974109802575,n4,n4,arrow
e12.914915660875266,n4,n4,arrow
e19.43039446238385,n4,n4,arrow
e0.013877706687154712,n4,n4,arrow
e30.441129748795866,n4,n4,arrow
e12.655642605755094,n4,n4,arrow
e22.18988077329367,n4,n4,arrow
e34.844756542939265,n4,n4,arrow
e13.668683054446735,n4,n4,arrow
e1.9013860127652928,n4,n4,arrow
e0.10379277850904778,n4,n4,arrow
e27.566604787371737,n4,n4,arrow
e5.536050368864349,n4,n4,arrow
e17.88531543994096,n4,n4,arrow
e36.01122389150405,n4,n4,arrow
e18.164513996878746,n4,n4,arrow
e13.941882036996478,n4,n4,arrow
e0.5241348156606749,n4,n4,arrow
e10.560505372944576,n4,n4,arrow
e10.165601347657944,n4,n4,arrow
e2.7157594522959156,n4,n4,arrow
e23.864408812684932,n4,n4,arrow
e33.121750260242806,n4,n4,arrow
e1.1990114537715097,n4,n4,arrow
e26.04000179070684,n4,n4,arrow
e16.781693149201647,n4,n4,arrow
e17.382810171317892,n4,n4,arrow
e13.957863415805154,n4,n4,arrow
e16.528792202856962,n4,n4,arrow
e11.258205518451648,n4,n4,arrow
e32.912802390396045,n4,n4,arrow
e22.913795796264495,n4,n4,arrow
e15.929120558068261,n4,n4,arrow
e31.35482155600495,n4,n4,arrow
e8.557282954522858,n4,n4,arrow
e20.25164342762956,n4,n4,arrow
e20.673532519561988,n4,n4,arrow
e20.90727587608845,n4,n4,arrow
e27.67939257907542,n4,n4,arrow
e17.423206558980315,n4,n4,arrow
e16.596537652355508,n4,n4,arrow
e26.107524173020277,n4,n4,arrow
e24.214262692717742,n4,n4,arrow
e16.914208809926237,n4,n4,arrow
e30.92308933952321,n4,n4,arrow
e11.199033734750762,n4,n4,arrow
e34.23335243413185,n4,n4,arrow
e24.797795010455662,n4,n4,arrow
e28.578133540341277,n4,n4,arrow
e36.689000642047326,n4,n4,arrow
e30.567922632360666,n4,n4,arrow
e25.045483777506213,n4,n4,arrow
e9.872829225152516,n4,n4,arrow
e21.582498054486802,n4,n4,arrow
e2.380738930571728,n4,n4,arrow
e29.99277830830807,n4,n4,arrow
e18.585874234619368,n4,n4,arrow
e32.99446231847915,n4,n4,arrow
e2.6846391612502174,n4,n4,arrow
e31.319738630265807,n4,n4,arrow
e25.78281517534267,n4,n4,arrow
e11.8039152369165,n4,n4,arrow
e33.090414503153255,n4,n4,arrow
e22.80397300129856,n4,n4,arrow
e18.068144651399578,n4,n4,arrow
e27.778657365667993,n4,n4,arrow
e28.94301381136518,n4,n4,arrow
e36.800778938773604,n4,n4,arrow
e21.240388496757983,n4,n4,arrow
e14.278582301755428,n4,n4,arrow
e18.50489335991733,n4,n4,arrow
e4.95605856343641,n4,n4,arrow
e34.08329001858453,n4,n4,arrow
e0.3154150770155688,n4,n4,arrow
e14.16988572307865,n4,n4,arrow
e28.86891759668282,n4,n4,arrow
e20.377733777450914,n4,n4,arrow
e36.713571855613495,n4,n4,arrow
e26.101219749856106,n4,n4,arrow
e6.090809136422822,n4,n4,arrow
e23.16802677148756,n4,n4,arrow
e28.885065570697957,n4,n4,arrow
e36.334213341106356,n4,n4,arrow
e31.88177241341926,n4,n4,arrow
e6.9595001716919045,n4,n4,arrow
e20.441562456393537,n4,n4,arrow
e30.927840394297803,n4,n4,arrow
e35.00877095128796,n4,n4,arrow
e27.926521834567936,n4,n4,arrow
e8.43521019500877,n4,n4,arrow
e30.133482498456463,n4,n4,arrow
e29.716099454133207,n4,n4,arrow
e0.446157808265077,n4,n4,arrow
e16.658505154929117,n4,n4,arrow
e14.554312479908932,n4,n4,arrow
e31.869355510572248,n4,n4,arrow
e31.01610361141859,n4,n4,arrow
e17.245788735223798,n4,n4,arrow
e25.191772197106424,n4,n4,arrow
e0.7207184280197698,n4,n4,arrow
e30.49577167004529,n4,n4,arrow
e19.27363357624839,n4,n4,arrow
e15.710047676328296,n4,n4,arrow
e10.22479225076864,n4,n4,arrow
e26.002712917692193,n4,n4,arrow
e28.601148368186074,n4,n4,arrow
e20.969031957434677,n4,n4,arrow
e17.057348030898694,n4,n4,arrow
e29.912219008712466,n4,n4,arrow
e18.911821978644973,n4,n4,arrow
e18.35702738649179,n4,n4,arrow
e30.980047742191715,n4,n4,arrow
e5.351431911440068,n4,n4,arrow
e24.82656427929325,n4,n4,arrow
e32.58028750610024,n4,n4,arrow
e6.425246273985731,n4,n4,arrow
e4.207686899785138,n4,n4,arrow
e25.70394480044172,n4,n4,arrow
e8.72229002080213,n4,n4,arrow
e13.715996182551741,n4,n4,arrow
e29.983765174005597,n4,n4,arrow
e12.941615975814216,n4,n4,arrow
e24.84542409471289,n4,n4,arrow
e31.020681577760634,n4,n4,arrow
e25.184371446015458,n4,n4,arrow
e14.585704285946868,n4,n4,arrow
e0.020089711539655886,n4,n4,arrow
e28.827095239851005,n4,n4,arrow
e4.727001246564225,n4,n4,arrow
e20.474882038359628,n4,n4,arrow
e28.581128556194955,n4,n4,arrow
e16.973704676319027,n4,n4,arrow
e6.845266240463795,n4,n4,arrow
e31.999790737413406,n4,n4,arrow
e10.843001251229644,n4,n4,arrow
e33.939862176601615,n4,n4,arrow
e5.012289352604677,n4,n4,arrow
e4.986919661422077,n4,n4,arrow
e27.813495989696413,n4,n4,arrow
e20.431574129110363,n4,n4,arrow
e12.19353219486494,n4,n4,arrow
e12.724116777775132,n4,n4,arrow
e28.17448735246984,n4,n4,arrow
e28.834684761367285,n4,n4,arrow
e21.48719005381633,n4,n4,arrow
e25.14776557045308,n4,n4,arrow
e22.43719938536236,n4,n4,arrow
e10.114875361711537,n4,n4,arrow
e3.494735567876144,n4,n4,arrow
e9.539117528363649,n4,n4,arrow
e2.878197890198911,n4,n4,arrow
e21.63422383814162,n4,n4,arrow
e12.666543440736056,n4,n4,arrow
e2.6975670593127354,n4,n4,arrow
e22.339846878150905,n4,n4,arrow
e28.284732861068143,n4,n4,arrow
e31.55260257908329,n4,n4,arrow
e18.695406251410198,n4,n4,arrow
e33.974208547058616,n4,n4,arrow
e10.57083133174889,n4,n4,arrow
e4.863244821121709,n4,n4,arrow
e28.485995782656513,n4,n4,arrow
e2.6727858531398687,n4,n4,arrow
e17.54166808552455,n4,n4,arrow
e6.509497663176984,n4,n4,arrow
e15.601692709296197,n4,n4,arrow
e16.1675257298827,n4,n4,arrow
e7.682970697463986,n4,n4,arrow
e5.026279518748694,n4,n4,arrow
e8.724534619081494,n4,n4,arrow
e31.188446261554056,n4,n4,arrow
e22.35970905691219,n4,n4,arrow
e4.055094699653278,n4,n4,arrow
e23.198271547544394,n4,n4,arrow
e14.608045177847272,n4,n4,arrow
e30.842012754217137,n4,n4,arrow
e1.3058997059068613,n4,n4,arrow
e1.2148723992447987,n4,n4,arrow
e5.974444667087291,n4,n4,arrow
e30.66995708548973,n4,n4,arrow
e36.20740993439166,n4,n4,arrow
e2.9235419854009477,n4,n4,arrow
e29.136751679678007,n4,n4,arrow
e27.77472351387986,n4,n4,arrow
e12.500609076681373,n4,n4,arrow
e20.825217599125228,n4,n4,arrow
e20.528976484304483,n5,n5,arrow
e10.549920892436205,n5,n5,arrow
e0.806621387359892,n5,n5,arrow
e14.677756158841774,n5,n5,arrow
e3.5258192925394365,n5,n5,arrow
e10.326241003623288,n5,n5,arrow
e2.445654425870686,n5,n5,arrow
e16.99180715677772,n5,n5,arrow
e31.027291226599246,n5,n5,arrow
e16.072838024712944,n5,n5,arrow
e15.206007195326826,n5,n5,arrow
e1.2146646497851596,n5,n5,arrow
e9.08779739282112,n5,n5,arrow
e26.321709703182318,n5,n5,arrow
e6.672420984398994,n5,n5,arrow
e7.488524903821375,n5,n5,arrow
e27.654692028179483,n5,n5,arrow
e25.775159652426655,n5,n5,arrow
e31.704232350363153,n5,n5,arrow
e30.914258806212978,n5,n5,arrow
e6.484768186619134,n5,n5,arrow
e32.15790624306766,n5,n5,arrow
e32.22301296815388,n5,n5,arrow
e9.777754802197999,n5,n5,arrow
e17.340589941571782,n5,n5,arrow
e1.628044631816491,n5,n5,arrow
e15.79008978808248,n5,n5,arrow
e3.64012526211006,n5,n5,arrow
e14.691187911900837,n5,n5,arrow
e5.082150589177298,n5,n5,arrow
e28.308414706405774,n5,n5,arrow
e28.472747403910187,n5,n5,arrow
e1.6428843862364952,n5,n5,arrow
e2.7173626768579595,n5,n5,arrow
e12.282856753351489,n5,n5,arrow
e10.756657064286617,n5,n5,arrow
e11.661042294707448,n5,n5,arrow
e26.75027690237818,n5,n5,arrow
e26.058307904628485,n5,n5,arrow
e28.36904308071575,n5,n5,arrow
e19.658203236221425,n5,n5,arrow
e4.769185042676299,n5,n5,arrow
e17.334782048500095,n5,n5,arrow
e2.400719113189804,n5,n5,arrow
e4.994649699858144,n5,n5,arrow
e15.952980266721568,n5,n0,arrow
e16.817155781873712,n5,n5,arrow
e31.980495654007544,n5,n5,arrow
e9.155014018053398,n5,n5,arrow
e8.987039229158814,n5,n1,arrow
e23.20877503262148,n5,n5,arrow
e11.528395032863884,n5,n5,arrow
e16.8265459599874,n5,n5,arrow
e1.8866184838064615,n5,n5,arrow
e0.7095726457100728,n5,n5,arrow
e21.460790751337424,n5,n5,arrow
e34.946703068121984,n5,n5,arrow
e20.384680956297167,n5,n5,arrow
e12.22992680236462,n5,n5,arrow
e12.598951359040038,n5,n2,arrow
e25.75436127035617,n5,n5,arrow
e36.64375450429816,n5,n5,arrow
e13.249362335330915,n5,n5,arrow
e4.1387165397832115,n5,n5,arrow
e14.132280950793668,n5,n5,arrow
e10.625513284680842,n5,n5,arrow
e31.407477292145025,n5,n3,arrow
e35.150481689581426,n5,n5,arrow
e21.976425262629775,n5,n5,arrow
e9.63773556416879,n5,n5,arrow
e30.61980631581442,n5,n5,arrow
e30.456328471756656,n5,n5,arrow
e0.09245895504570711,n5,n5,arrow
e11.723751352206527,n5,n5,arrow
e23.789378821731187,n5,n5,arrow
e31.633721058664232,n5,n5,arrow
e15.439808260911283,n5,n5,arrow
e22.90576994438452,n5,n5,arrow
e16.28823589531104,n5,n5,arrow
e20.326041066067226,n5,n5,arrow
e12.346538927346609,n5,n5,arrow
e31.28782364553154,n5,n5,arrow
e33.72729469634167,n5,n5,arrow
e8.494302086154818,n5,n5,arrow
e19.716865472460714,n5,n5,arrow
e28.999502381441673,n5,n5,arrow
e22.02945290799059,n5,n5,arrow
e10.957914831242615,n5,n4,arrow
e10.820862237912909,n5,n5,arrow
e5.992214902788786,n5,n5,arrow
e16.162267975930668,n5,n5,arrow
e23.399749072318407,n5,n5,arrow
e10.988803996175548,n5,n5,arrow
e17.03837168440772,n5,n5,arrow
e23.202127543583618,n5,n5,arrow
e20.503987080187255,n5,n5,arrow
e17.251512591894677,n5,n5,arrow
e2.413484005361029,n5,n5,arrow
e16.156368225179502,n5,n5,arrow
e27.429598330897356,n5,n5,arrow
e0.02268523731470129,n5,n5,arrow
e1.8297596587495593,n5,n5,arrow
e25.44531665562015,n5,n5,arrow
e2.9109426340387037,n5,n5,arrow
e29.533378271301725,n5,n5,arrow
e33.433684369773815,n5,n5,arrow
e11.485736474461898,n5,n5,arrow
e22.077196144108257,n5,n5,arrow
e5.730054266490555,n5,n5,arrow
e26.558294394628,n5,n5,arrow
e20.961836008302164,n5,n5,arrow
e10.440682397159236,n5,n5,arrow
e2.81551331606679,n5,n5,arrow
e18.116303191933753,n5,n5,arrow
e2.0795529032351037,n5,n5,arrow
e29.421382469422575,n5,n5,arrow
e14.965495897029365,n5,n5,arrow
e7.768820529799806,n5,n5,arrow
e36.66592292098645,n5,n5,arrow
e24.4706292664433,n5,n5,arrow
e8.351249047516694,n5,n5,arrow
e27.565368935667486,n5,n5,arrow
e10.26203076930467,n5,n5,arrow
e7.754836128657123,n5,n5,arrow
e23.781341150017493,n5,n5,arrow
e25.414601950484005,n5,n5,arrow
e19.62137927383334,n5,n5,arrow
e25.52843817235438,n5,n5,arrow
e34.24319897427391,n5,n5,arrow
e2.2640958959643105,n5,n5,arrow
e3.5342793653999167,n5,n5,arrow
e6.672069550003723,n5,n5,arrow
e14.346283161122248,n5,n5,arrow
e21.302656142390248,n5,n5,arrow
e15.542648623112466,n5,n5,arrow
e18.618813155265755,n5,n5,arrow
e26.50593283678912,n5,n5,arrow
e28.616688337462698,n5,n5,arrow
e22.892519474759638,n5,n5,arrow
e3.159714400077819,n5,n5,arrow
e19.376126014722367,n5,n5,arrow
e13.038835085072645,n5,n5,arrow
e7.158799204088836,n5,n5,arrow
e30.409848433944692,n5,n5,arrow
e31.835317055245156,n5,n5,arrow
e5.8429971262500455,n5,n5,arrow
e35.91595282376022,n5,n6,arrow
e9.110987994448434,n5,n5,arrow
e28.08414954287397,n5,n5,arrow
e33.92214736500221,n5,n5,arrow
e9.406721667125138,n5,n5,arrow
e17.650754015179494,n5,n5,arrow
e10.389719375802267,n5,n5,arrow
e22.71336106057867,n5,n5,arrow
e2.6904773276577414,n5,n5,arrow
e22.525719431258707,n5,n5,arrow
e3.9374574929616255,n5,n5,arrow
e23.934639694859058,n5,n5,arrow
e31.943526949938065,n5,n7,arrow
e2.899661361399623,n5,n5,arrow
e0.043298674715469554,n5,n5,arrow
e3.4269184039765124,n5,n5,arrow
e23.55941247222962,n5,n5,arrow
e15.566238443865988,n5,n5,arrow
e9.1256781583967,n5,n5,arrow
e21.80457306783563,n5,n5,arrow
e20.471122112155832,n5,n5,arrow
e31.1461827338119,n5,n5,arrow
e10.261187688037822,n5,n5,arrow
e24.78528827990586,n5,n5,arrow
e13.188249988746826,n5,n5,arrow
e21.575765192551987,n5,n5,arrow
e25.927411725937926,n5,n5,arrow
e32.95838527789308,n5,n5,arrow
e6.166986315749152,n5,n5,arrow
e9.32855000300155,n5,n5,arrow
e14.849348236043998,n5,n5,arrow
e24.25123654189869,n5,n5,arrow
e18.949646346192637,n5,n5,arrow
e6.267978797622916,n5,n5,arrow
e2.2967740244210892,n5,n9,arrow
e29.972228763519144,n5,n5,arrow
e30.73028633431415,n5,n5,arrow
e19.56657200981121,n5,n5,arrow
e30.473295396504916,n5,n5,arrow
e33.603084439473335,n5,n5,arrow
e12.602199733840303,n5,n5,arrow
e35.33786803358955,n5,n5,arrow
e35.427535102332534,n5,n5,arrow
e8.899209095593763,n5,n5,arrow
e5.062676997088538,n5,n5,arrow
e24.100325287360548,n5,n5,arrow
e12.43558242477274,n5,n5,arrow
e18.206631848488875,n5,n5,arrow
e26.874197084397277,n5,n5,arrow
e36.02871640308819,n5,n5,arrow
e16.357508659808474,n5,n5,arrow
e14.218996718741545,n5,n5,arrow
e19.198422193302285,n5,n5,arrow
e25.28593492676531,n5,n5,arrow
e3.2111032425406174,n5,n5,arrow
e19.572964647500818,n5,n5,arrow
e34.13228895617179,n5,n5,arrow
e20.575252827840867,n5,n5,arrow
e11.910130081008305,n5,n5,arrow
e31.836888803067378,n5,n5,arrow
e32.369692383987385,n5,n5,arrow
e36.75605413555436,n5,n5,arrow
e28.32681136695038,n5,n5,arrow
e22.30106663401368,n5,n5,arrow
e31.61525380157013,n5,n5,arrow
e33.2842735631697,n5,n5,arrow
e12.79680106087614,n5,n5,arrow
e4.398042300559181,n5,n5,arrow
e5.187434645140869,n5,n5,arrow
e15.07689942728078,n5,n5,arrow
e4.7588419680744085,n5,n5,arrow
e25.17855509258044,n5,n5,arrow
e12.360413536202403,n5,n5,arrow
e12.517169603113956,n5,n5,arrow
e20.700737183832338,n5,n5,arrow
e7.718805626996055,n5,n5,arrow
e18.9714266815567,n5,n5,arrow
e4.933152291823853,n5,n5,arrow
e7.480651857128278,n5,n5,arrow
e34.54821086724304,n5,n5,arrow
e27.866698255459834,n5,n5,arrow
e11.287149546616071,n5,n5,arrow
e7.272439651595585,n5,n5,arrow
e30.44972170538706,n5,n5,arrow
e0.42706654201539584,n5,n5,arrow
e13.682746490757996,n5,n5,arrow
e33.57364435789242,n5,n5,arrow
e24.21969793010702,n5,n5,arrow
e22.349479814465848,n5,n5,arrow
e35.815592539400896,n5,n5,arrow
e21.936480256709377,n5,n5,arrow
e7.745121754457474,n5,n5,arrow
e20.99473658145863,n5,n5,arrow
e18.120559149848784,n5,n5,arrow
e20.847675375599202,n5,n5,arrow
e19.290487863750403,n5,n5,arrow
e18.89214047279165,n5,n5,arrow
e31.32611293998236,n5,n5,arrow
e0.5259870635888486,n5,n5,arrow
e14.957455636794677,n5,n5,arrow
e21.62549120501094,n5,n5,arrow
e10.75667474440561,n5,n5,arrow
e18.475614279919267,n5,n5,arrow
e32.31363721205902,n5,n5,arrow
e24.09542166899657,n5,n5,arrow
e31.0214801677038,n5,n5,arrow
e10.939713839491207,n5,n5,arrow
e24.064447708260946,n5,n5,arrow
e21.621961604162674,n5,n5,arrow
e28.853522152144205,n5,n5,arrow
e2.531559885921083,n5,n5,arrow
e9.184474263005614,n5,n5,arrow
e22.604116406634898,n5,n5,arrow
e18.048496863449913,n5,n5,arrow
e14.440092121163616,n5,n5,arrow
e32.89021217839545,n5,n5,arrow
e28.35996694360328,n5,n5,arrow
e18.683530366960124,n5,n5,arrow
e20.092117656913878,n5,n5,arrow
e9.601147656202397,n5,n5,arrow
e1.1524247882375038,n5,n5,arrow
e13.859902696821,n5,n5,arrow
e7.051780604861515,n5,n5,arrow
e3.4909651487105426,n5,n5,arrow
e9.431700757751875,n5,n5,arrow
e19.18168967334465,n5,n5,arrow
e14.408969398740435,n5,n5,arrow
e33.90581683497979,n5,n5,arrow
e31.778341187427486,n5,n5,arrow
e29.84515100188757,n5,n5,arrow
e11.489011687259412,n5,n5,arrow
e36.64516122523027,n5,n5,arrow
e34.97359427844193,n5,n5,arrow
e6.553064009357039,n5,n5,arrow
e0.05191076208495393,n5,n5,arrow
e24.85215398447935,n5,n5,arrow
e24.30653783110226,n5,n5,arrow
e20.733696269923097,n5,n5,arrow
e14.234298324392045,n5,n5,arrow
e33.47505298918435,n5,n5,arrow
e36.3710245253969,n5,n5,arrow
e8.430454773365124,n5,n5,arrow
e29.3889980169356,n5,n5,arrow
e7.818763271536086,n5,n5,arrow
e33.81785348319421,n5,n5,arrow
e9.7618204421012,n5,n5,arrow
e24.6464957949994,n5,n5,arrow
e35.80585385952865,n5,n5,arrow
e18.347982714739317,n5,n5,arrow
e17.346636347345687,n5,n5,arrow
e22.809903035977683,n5,n5,arrow
e4.907762602272955,n5,n5,arrow
e20.73356289292339,n5,n5,arrow
e31.629745054811192,n5,n5,arrow
e30.399120992315584,n5,n5,arrow
e2.0944238948559915,n5,n5,arrow
e31.871071800559047,n5,n5,arrow
e14.144397976703846,n5,n5,arrow
e15.883388446134905,n5,n5,arrow
e35.34848777619327,n5,n5,arrow
e33.88907352177956,n5,n5,arrow
e10.290620819373029,n5,n5,arrow
e35.462163516738684,n5,n5,arrow
e10.928679675288201,n5,n5,arrow
e0.499320153735201,n5,n5,arrow
e25.50901976038646,n5,n5,arrow
e27.4731579982738,n5,n5,arrow
e12.156209545075384,n5,n5,arrow
e26.468913625151867,n5,n5,arrow
e8.240162607832572,n5,n5,arrow
e6.292591024761698,n5,n5,arrow
e26.080168055718598,n5,n5,arrow
e10.376593694534938,n5,n5,arrow
e22.302100589359462,n5,n5,arrow
e16.312484266147727,n5,n5,arrow
e35.33603299021273,n5,n5,arrow
e13.731089939295424,n5,n5,arrow
e27.232142919909574,n5,n5,arrow
e1.401080786448141,n5,n5,arrow
e18.022486869451164,n5,n5,arrow
e18.980103463603722,n5,n5,arrow
e21.79107403156101,n5,n5,arrow
e27.588512880887677,n5,n5,arrow
e16.579266872614838,n5,n5,arrow
e11.908971300704126,n5,n5,arrow
e33.765248104806375,n5,n5,arrow
e29.168457476633016,n5,n5,arrow
e31.097216727676944,n5,n5,arrow
e21.438331271740207,n5,n5,arrow
e32.8862805880441,n5,n5,arrow
e13.556937857600772,n5,n5,arrow
e8.223407793088313,n5,n5,arrow
e36.24441659166875,n5,n5,arrow
e13.119855531207609,n5,n5,arrow
e20.200678057978354,n5,n5,arrow
e14.606139940738345,n5,n5,arrow
e25.68834543001748,n5,n5,arrow
e22.55436301561676,n5,n5,arrow
e5.828228271120945,n5,n5,arrow
e36.972355350405394,n5,n5,arrow
e36.77376187041295,n5,n5,arrow
e25.2892152758684,n5,n5,arrow
e3.383893112058079,n5,n5,arrow
e17.877220266839146,n5,n5,arrow
e11.33526134731989,n5,n5,arrow
e17.60625368064951,n5,n5,arrow
e16.436063345058766,n5,n5,arrow
e2.8133423391846253,n5,n5,arrow
e15.546069598358528,n5,n5,arrow
e13.785330449633433,n5,n5,arrow
e15.16841733871452,n5,n5,arrow
e12.228150540050173,n5,n5,arrow
e28.036489091811553,n5,n5,arrow
e14.895705834021838,n5,n5,arrow
e12.828725545174544,n5,n5,arrow
e1.2952322462954624,n5,n5,arrow
e30.386960847596633,n5,n5,arrow
e15.547611441471174,n5,n5,arrow
e36.26807729570216,n5,n5,arrow
e33.31997164471116,n5,n5,arrow
e1.0580420181523134,n5,n5,arrow
e19.80482886362267,n5,n5,arrow
e34.05750770957199,n5,n5,arrow
e35.25018945764682,n5,n5,arrow
e32.79598511224265,n5,n5,arrow
e22.67462371701442,n5,n5,arrow
e24.799198618617822,n5,n5,arrow
e6.321132181330909,n5,n5,arrow
e34.916492741853894,n5,n5,arrow
e5.583903050634137,n5,n5,arrow
e29.366184085823473,n5,n5,arrow
e27.377559608515522,n5,n5,arrow
e8.414018439027098,n5,n5,arrow
e30.10597095531,n5,n5,arrow
e30.584392752888405,n5,n5,arrow
e34.21233107162297,n5,n5,arrow
e21.634130728928817,n5,n5,arrow
e17.951520840721606,n5,n5,arrow
e18.213460599468334,n5,n5,arrow
e8.62502331373931,n5,n5,arrow
e7.315510096612826,n5,n5,arrow
e15.240741626308834,n5,n5,arrow
e26.434112171900765,n5,n5,arrow
e13.04854594842968,n5,n5,arrow
e6.751473576968516,n5,n5,arrow
e12.67208686190615,n5,n5,arrow
e5.172660894924476,n5,n5,arrow
e16.670715469123344,n5,n5,arrow
e22.048337341266006,n5,n5,arrow
e19.039418153469825,n5,n5,arrow
e25.432569028560145,n5,n5,arrow
e11.018770728047375,n5,n5,arrow
e18.151713718106006,n5,n5,arrow
e3.141753816618106,n5,n5,arrow
e6.862801939093619,n5,n5,arrow
e35.020075193450886,n5,n5,arrow
e15.04141583235575,n5,n5,arrow
e19.75272136311876,n5,n5,arrow
e32.017632265170626,n5,n5,arrow
e21.58736947872913,n5,n5,arrow
e17.548211318161982,n5,n5,arrow
e20.47248058199247,n5,n5,arrow
e32.47790525228798,n5,n5,arrow
e16.2459023650421,n5,n5,arrow
e20.92440323380087,n5,n5,arrow
e16.2893715952355,n5,n5,arrow
e24.7731414247699,n5,n5,arrow
e24.78091507252587,n5,n5,arrow
e17.78277391922015,n5,n5,arrow
e12.334081250483113,n5,n5,arrow
e36.27933218065663,n5,n5,arrow
e3.6341041118343447,n5,n5,arrow
e18.746123135367572,n5,n5,arrow
e31.088789752500023,n5,n5,arrow
e25.495152282083836,n5,n5,arrow
e5.3321559890626515,n5,n5,arrow
e6.962109175156165,n5,n5,arrow
e3.34224795018262,n5,n5,arrow
e16.031682265758423,n5,n5,arrow
e6.420413406045481,n5,n5,arrow
e2.925280608175668,n5,n5,arrow
e30.330444640773774,n5,n5,arrow
e5.179937448484098,n5,n5,arrow
